,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
182779,I162098955,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,165,,2016-12-04 17:16:00,2016,12,Sunday,17,Part Two,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
81005,I172101160,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,331,,2017-12-05 16:30:00,2017,12,Tuesday,16,Part One,COLUMBIA RD,42.31236298,-71.06890381,"(42.31236298, -71.06890381)"
79389,I172102889,2647,Other,THREATS TO DO BODILY HARM,C6,220,,2017-12-09 19:52:00,2017,12,Saturday,19,Part Two,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
162312,I172014486,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,416,,2017-02-22 14:22:00,2017,2,Wednesday,14,Part Three,WILMINGTON AVE,42.28029155,-71.07220576,"(42.28029155, -71.07220576)"
319433,I152058817,3115,Investigate Person,INVESTIGATE PERSON,D4,169,,2015-07-16 14:16:00,2015,7,Thursday,14,Part Three,E NEWTON ST,42.3367113,-71.07102057,"(42.33671130, -71.07102057)"
72565,I182002599,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,167,,2018-01-10 20:58:00,2018,1,Wednesday,20,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
144670,I172033313,2405,Disorderly Conduct,DISORDERLY CONDUCT,D4,160,,2017-04-29 01:04:00,2017,4,Saturday,1,Part Two,TREMONT ST,42.34470136,-71.07037609,"(42.34470136, -71.07037609)"
258229,I162017852,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,174,,2016-03-07 08:42:00,2016,3,Monday,8,Part Three,ELLERY ST,42.3297427,-71.05826343,"(42.32974270, -71.05826343)"
55884,I182020370,3114,Investigate Property,INVESTIGATE PROPERTY,D14,797,,2018-03-18 15:58:00,2018,3,Sunday,15,Part Three,COMMONWEALTH AVE,42.35135565,-71.11699981,"(42.35135565, -71.11699981)"
112060,I172068138,3201,Property Lost,PROPERTY - LOST,C11, ,,2017-08-17 11:00:00,2017,8,Thursday,11,Part Three,ADAMS ST,,,"(0.00000000, 0.00000000)"
219438,I162059551,2610,Other,TRESPASSING,E5,710,,2016-07-26 08:35:00,2016,7,Tuesday,8,Part Two,CENTRE ST,42.26870872,-71.16175094,"(42.26870872, -71.16175094)"
194146,I162086773,3115,Investigate Person,INVESTIGATE PERSON,D4,621,,2016-10-23 04:34:00,2016,10,Sunday,4,Part Three,MARLBOROUGH ST,42.34979403,-71.0903464,"(42.34979403, -71.09034640)"
165816,I172010748,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,154,,2017-02-09 05:05:00,2017,2,Thursday,5,Part One,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)"
326205,I152051069,613,Larceny,LARCENY SHOPLIFTING,D14,798,,2015-06-17 01:00:00,2015,6,Wednesday,1,Part One,COMMONWEALTH AVE,42.35216435,-71.12378708,"(42.35216435, -71.12378708)"
253854,I162022601,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,B3,444,,2016-03-23 14:33:00,2016,3,Wednesday,14,Part Three,AMERICAN LEGION HWY,42.29817919,-71.08692159,"(42.29817919, -71.08692159)"
257152,I162019060,3111,License Violation,LICENSE PREMISE VIOLATION,A1,94,,2016-03-11 13:42:00,2016,3,Friday,13,Part Three,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
207841,I162072015,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11, ,,2016-09-04 02:30:00,2016,9,Sunday,2,Part Two,,,,"(0.00000000, 0.00000000)"
178565,I162103557,3125,Warrant Arrests,WARRANT ARREST,A1,954,,2016-12-20 13:34:00,2016,12,Tuesday,13,Part Three,FULTON ST,42.36293611,-71.05253795,"(42.36293611, -71.05253795)"
94211,I172087089,1845,Drug Violation,DRUGS - POSS CLASS D,C11,358,,2017-10-18 18:02:00,2017,10,Wednesday,18,Part Two,LINDSEY ST,42.29768517,-71.06841896,"(42.29768517, -71.06841896)"
70272,I182005003,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,436,,2018-01-19 15:53:00,2018,1,Friday,15,Part Two,WASHINGTON ST,42.28962239,-71.07141943,"(42.28962239, -71.07141943)"
225252,I162053308,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,333,,2016-07-05 10:25:00,2016,7,Tuesday,10,Part One,QUINCY ST,42.31075815,-71.0687185,"(42.31075815, -71.06871850)"
285517,I152095964,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E18,519,,2015-10-08 08:00:00,2015,10,Thursday,8,Part Two,EVERETT ST,42.25746471,-71.12170562,"(42.25746471, -71.12170562)"
258686,I162017349,3115,Investigate Person,INVESTIGATE PERSON,E18,478,,2016-03-05 02:56:00,2016,3,Saturday,2,Part Three,WOOD AVE,42.27298632,-71.10994946,"(42.27298632, -71.10994946)"
224621,I162053960,3114,Investigate Property,INVESTIGATE PROPERTY,B3,943,,2016-07-07 10:28:43,2016,7,Thursday,10,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
233349,I162044590,3114,Investigate Property,INVESTIGATE PROPERTY,D4,145,,2016-06-06 16:20:00,2016,6,Monday,16,Part Three,BLACKWOOD ST,42.34296464,-71.08244713,"(42.34296464, -71.08244713)"
181201,I162100671,3115,Investigate Person,INVESTIGATE PERSON,D4,165,,2016-12-10 08:30:00,2016,12,Saturday,8,Part Three,UNION PARK ST,42.33997789,-71.06614372,"(42.33997789, -71.06614372)"
270462,I162004707,371,Robbery,ROBBERY - HOME INVASION,D14,801,,2016-01-18 04:30:00,2016,1,Monday,4,Part One,GARDNER ST,42.35351814,-71.13117064,"(42.35351814, -71.13117064)"
118036,I172061809,3410,Towed,TOWED MOTOR VEHICLE,B2, ,,2017-07-30 00:42:00,2017,7,Sunday,0,Part Three,,,,"(0.00000000, 0.00000000)"
204728,I162075432,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,608,,2016-09-15 17:10:00,2016,9,Thursday,17,Part Three,JAMAICAWAY,42.33031815,-71.11252114,"(42.33031815, -71.11252114)"
291783,I152089016,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,822,,2015-10-23 13:00:00,2015,10,Friday,13,Part One,DE SOTO RD,42.26165133,-71.15394882,"(42.26165133, -71.15394882)"
114783,I172065243,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,173,,2017-08-09 15:33:00,2017,8,Wednesday,15,Part Two,KNEELAND ST,42.34982242,-71.0583778,"(42.34982242, -71.05837780)"
198432,I162082226,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2016-10-06 20:30:00,2016,10,Thursday,20,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
256058,I162020232,3207,Property Found,PROPERTY - FOUND,C11,366,,2016-03-14 20:00:00,2016,3,Monday,20,Part Three,DORCHESTER AVE,42.28986397,-71.06315894,"(42.28986397, -71.06315894)"
270493,I162004674,3125,Warrant Arrests,WARRANT ARREST,C6,914,,2016-01-18 00:55:00,2016,1,Monday,0,Part Three,DORCHESTER AVE,42.32802585,-71.05691103,"(42.32802585, -71.05691103)"
248806,I162028023,3125,Warrant Arrests,WARRANT ARREST,A1,102,,2016-04-11 14:39:00,2016,4,Monday,14,Part Three,BROMFIELD ST,42.35717394,-71.06126832,"(42.35717394, -71.06126832)"
86307,I172095538,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,626,,2017-11-15 20:04:00,2017,11,Wednesday,20,Part Three,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
111484,I172068739,2647,Other,THREATS TO DO BODILY HARM,B2,262,,2017-08-20 15:11:00,2017,8,Sunday,15,Part Two,W COTTAGE ST,42.32105956,-71.07313291,"(42.32105956, -71.07313291)"
27320,I182050673,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,249,,2018-06-28 02:30:00,2018,6,Thursday,2,Part One,SAXTON ST,42.31359091,-71.05432387,"(42.31359091, -71.05432387)"
197060,I162083665,2629,Harassment,HARASSMENT,C11,354,,2016-10-12 16:31:00,2016,10,Wednesday,16,Part Two,NEPONSET AVE,42.29620667,-71.05487852,"(42.29620667, -71.05487852)"
110008,I172070292,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,343,,2017-08-25 12:21:00,2017,8,Friday,12,Part Two,LEVANT ST,42.3032249,-71.07039247,"(42.30322490, -71.07039247)"
161489,I172015312,3115,Investigate Person,INVESTIGATE PERSON,A15,47,,2017-02-25 07:54:00,2017,2,Saturday,7,Part Three,BALDWIN ST,42.38378659,-71.0690315,"(42.38378659, -71.06903150)"
247015,I162029934,3115,Investigate Person,INVESTIGATE PERSON,A1,75,,2016-04-18 00:30:00,2016,4,Monday,0,Part Three,,,,"(0.00000000, 0.00000000)"
201934,I162078435,3114,Investigate Property,INVESTIGATE PROPERTY,A1,70,,2016-09-25 06:28:00,2016,9,Sunday,6,Part Three,LOUISBURG SQ,42.3584724,-71.06861909,"(42.35847240, -71.06861909)"
114417,I172065626,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D4,618,,2017-08-10 16:53:00,2017,8,Thursday,16,Part Three,HUNTINGTON AVE,42.34043847,-71.08895009,"(42.34043847, -71.08895009)"
251757,I162024856,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,2016-03-31 13:33:00,2016,3,Thursday,13,Part Three,SARATOGA ST,42.38064063,-71.02556481,"(42.38064063, -71.02556481)"
232186,I162045847,3115,Investigate Person,INVESTIGATE PERSON,C11,369,,2016-06-10 14:09:00,2016,6,Friday,14,Part Three,WORRELL ST,42.29420769,-71.04975975,"(42.29420769, -71.04975975)"
226027,I162052456,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,723,,2016-07-02 10:21:00,2016,7,Saturday,10,Part Three,VFW PKWY,42.26623736,-71.16843346,"(42.26623736, -71.16843346)"
262612,I162013128,3111,License Violation,LICENSE PREMISE VIOLATION,D4,626,,2016-02-18 23:57:00,2016,2,Thursday,23,Part Three,PETERBOROUGH ST,42.34339388,-71.09849282,"(42.34339388, -71.09849282)"
244132,I162032991,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,452,,2016-04-27 19:00:00,2016,4,Wednesday,19,Part Three,KENBERMA RD,42.29574022,-71.07322638,"(42.29574022, -71.07322638)"
28460,I182049494,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,938,,2018-06-24 20:07:00,2018,6,Sunday,20,Part Three,FIDELIS WAY,42.34600287,-71.14387725,"(42.34600287, -71.14387725)"
250586,I162026133,3501,Missing Person Reported,MISSING PERSON,B2,909,,2016-04-04 19:50:00,2016,4,Monday,19,Part Three,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
245653,I162031403,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,431,,2016-04-22 18:00:00,2016,4,Friday,18,Part One,READING ST,42.33061974,-71.07388234,"(42.33061974, -71.07388234)"
37195,I182040176,3201,Property Lost,PROPERTY - LOST,D4,170,,2018-05-24 06:30:00,2018,5,Thursday,6,Part Three,WORCESTER SQ,42.33677663,-71.07464452,"(42.33677663, -71.07464452)"
238614,I162038998,3115,Investigate Person,INVESTIGATE PERSON,E18,480,,2016-05-19 04:26:00,2016,5,Thursday,4,Part Three,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
108003,I172072451,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,457,,2017-09-01 13:07:00,2017,9,Friday,13,Part Three,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
252060,I162024529,3410,Towed,TOWED MOTOR VEHICLE,C11,345,,2016-03-30 13:54:00,2016,3,Wednesday,13,Part Three,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
182368,I162099448,3207,Property Found,PROPERTY - FOUND,D4,128,,2016-12-06 11:48:00,2016,12,Tuesday,11,Part Three,COLUMBUS AVE,42.3483427,-71.0722253,"(42.34834270, -71.07222530)"
74159,I182000849,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,159,,2018-01-04 04:44:00,2018,1,Thursday,4,Part Two,DARTMOUTH ST,42.34283015,-71.0737467,"(42.34283015, -71.07374670)"
118643,I172061137,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,270,,2017-07-27 15:33:00,2017,7,Thursday,15,Part Three,HARRISON AVE,42.33444882,-71.0757421,"(42.33444882, -71.07574210)"
9827,I182069443,3301,Verbal Disputes,VERBAL DISPUTE,B3,430,,2018-08-29 19:05:00,2018,8,Wednesday,19,Part Three,BLUE HILL AVE,42.28515394,-71.09102185,"(42.28515394, -71.09102185)"
108290,I172072146,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11, ,,2017-08-31 14:14:00,2017,8,Thursday,14,Part Three,DORCHESTER AVE,,,"(0.00000000, 0.00000000)"
158767,I172018232,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C11,367,,2017-03-07 18:00:00,2017,3,Tuesday,18,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
11878,I182067212,3130,Search Warrants,SEARCH WARRANT,B2,267,,2018-08-22 13:05:00,2018,8,Wednesday,13,Part Three,DUDLEY ST,42.32643963,-71.07577308,"(42.32643963, -71.07577308)"
154827,I172022445,1874,Drug Violation,DRUGS - OTHER,C11,367,,2017-03-22 15:20:00,2017,3,Wednesday,15,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
147407,I172030365,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,598,,2017-04-19 00:05:00,2017,4,Wednesday,0,Part One,DALTON ST,42.3470248,-71.08516365,"(42.34702480, -71.08516365)"
281878,I152099995,617,Larceny,LARCENY THEFT FROM BUILDING,A1,127,,2015-12-03 20:00:00,2015,12,Thursday,20,Part One,OAK ST W,42.34852699,-71.06486875,"(42.34852699, -71.06486875)"
294598,I152085961,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,63,,2015-10-16 09:10:00,2015,10,Friday,9,Part Three,HAWTHORNE PL,42.36438365,-71.06584776,"(42.36438365, -71.06584776)"
95849,I172085345,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,A7, ,,2017-10-12 21:14:00,2017,10,Thursday,21,Part Three,BENNINGTON ST,,,"(0.00000000, 0.00000000)"
278560,I152103707,3201,Property Lost,PROPERTY - LOST,B3,421,,2015-12-15 12:51:00,2015,12,Tuesday,12,Part Three,MORTON VILLAGE DR,42.28024352,-71.08481509,"(42.28024352, -71.08481509)"
109008,I172071365,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,504,,2017-08-29 00:32:00,2017,8,Tuesday,0,Part Three,BOURNE ST,42.28835149,-71.11204568,"(42.28835149, -71.11204568)"
64048,I182011636,3115,Investigate Person,INVESTIGATE PERSON,E18,480,,2018-02-12 15:30:00,2018,2,Monday,15,Part Three,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
191517,I162089541,617,Larceny,LARCENY THEFT FROM BUILDING,E18,500,,2016-11-01 19:22:00,2016,11,Tuesday,19,Part One,CUMMINS HWY,42.27873897,-71.11621919,"(42.27873897, -71.11621919)"
236819,I162040901,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,94,,2016-05-20 07:00:00,2016,5,Friday,7,Part Two,COMMERCIAL ST,42.35952721,-71.05358839,"(42.35952721, -71.05358839)"
230317,I162047831,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,145,,2016-06-16 17:11:00,2016,6,Thursday,17,Part One,HUNTINGTON AVE,42.34481182,-71.08234324,"(42.34481182, -71.08234324)"
98101,I172082906,3114,Investigate Property,INVESTIGATE PROPERTY,B3,453,,2017-10-05 00:58:00,2017,10,Thursday,0,Part Three,SCHOOL ST,42.2965927,-71.07332173,"(42.29659270, -71.07332173)"
289452,I152091578,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",A15,900,,2015-11-04 12:19:00,2015,11,Wednesday,12,Part Two,WALFORD WAY,42.37807304,-71.05457377,"(42.37807304, -71.05457377)"
194282,I162086620,670,License Plate Related Incidents,RECOVERED STOLEN PLATE,E18,527,,2016-10-22 15:04:00,2016,10,Saturday,15,Other,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
104945,I172075713,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B3,446,,2017-06-01 15:15:00,2017,6,Thursday,15,Part One,NORWELL ST,42.29631481,-71.07839029,"(42.29631481, -71.07839029)"
60347,I182015577,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,288,,2018-02-28 10:04:00,2018,2,Wednesday,10,Part Two,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
265655,I162009853,3125,Warrant Arrests,WARRANT ARREST,C11,244,,2016-02-05 20:41:00,2016,2,Friday,20,Part Three,E COTTAGE ST,42.31866067,-71.05881776,"(42.31866067, -71.05881776)"
153501,I172023846,2647,Other,THREATS TO DO BODILY HARM,D4,905,,2017-03-26 11:48:00,2017,3,Sunday,11,Part Two,WASHINGTON ST,42.34028574,-71.07145449,"(42.34028574, -71.07145449)"
193569,I162087398,1402,Vandalism,VANDALISM,B2,291,,2016-10-23 16:00:00,2016,10,Sunday,16,Part Two,CEDAR ST,42.32720581,-71.09414427,"(42.32720581, -71.09414427)"
205870,I162074188,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,354,,2016-09-11 17:19:00,2016,9,Sunday,17,Part Two,ADAMS ST,42.29821908,-71.05704798,"(42.29821908, -71.05704798)"
25730,I182052346,3125,Warrant Arrests,WARRANT ARREST,C11,255,,2018-07-03 21:54:00,2018,7,Tuesday,21,Part Three,DORCHESTER AVE,42.31091044,-71.05767414,"(42.31091044, -71.05767414)"
186002,I162095421,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,79,,2016-11-16 08:00:00,2016,11,Wednesday,8,Part Two,ENDICOTT ST,42.36559118,-71.0574332,"(42.36559118, -71.05743320)"
148286,I172029395,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4, ,,2017-04-14 17:00:00,2017,4,Friday,17,Part Two,ARUNDEL ST,,,"(0.00000000, 0.00000000)"
152683,I172024697,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,493,,2017-03-30 15:05:00,2017,3,Thursday,15,Part Two,MANION RD,42.26500018,-71.11414338,"(42.26500018, -71.11414338)"
28840,I182049082,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,, ,,2018-06-12 16:00:00,2018,6,Tuesday,16,Part One,,42.34346803,-71.07750465,"(42.34346803, -71.07750465)"
274800,I152107853,1402,Vandalism,VANDALISM,C11,242,,2015-12-31 22:13:00,2015,12,Thursday,22,Part Two,SUMNER ST,42.31619849,-71.06264212,"(42.31619849, -71.06264212)"
304304,I152075479,1402,Vandalism,VANDALISM,A7,29,,2015-09-10 20:30:00,2015,9,Thursday,20,Part Two,ORLEANS ST,42.36901261,-71.03725426,"(42.36901261, -71.03725426)"
168816,I172007519,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,224,,2017-01-20 22:30:00,2017,1,Friday,22,Part One,O ST,42.33783948,-71.02929361,"(42.33783948, -71.02929361)"
1176,I182078758,3114,Investigate Property,INVESTIGATE PROPERTY,B3,427,,2018-09-29 10:55:00,2018,9,Saturday,10,Part Three,BLUE HILL AVE,42.27891807,-71.0931412,"(42.27891807, -71.09314120)"
73238,I182001874,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,581,,2018-01-08 12:40:00,2018,1,Monday,12,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
150990,I172026482,2647,Other,THREATS TO DO BODILY HARM,B3,417,,2016-04-01 00:00:00,2016,4,Friday,0,Part Two,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
201432,I162078975,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,28,,2016-09-26 23:28:00,2016,9,Monday,23,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
216703,I162062530,3207,Property Found,PROPERTY - FOUND,D4,138,,2016-08-04 14:44:00,2016,8,Thursday,14,Part Three,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
105065,I172075589,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,822,,2017-09-11 19:30:00,2017,9,Monday,19,Part Three,CROWN POINT DR,42.2578406,-71.14813948,"(42.25784060, -71.14813948)"
192489,I162088513,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,241,,2016-10-29 09:05:00,2016,10,Saturday,9,Part One,COLUMBIA RD,42.3175098,-71.06423364,"(42.31750980, -71.06423364)"
123335,I172056138,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,461,,2017-07-11 18:47:00,2017,7,Tuesday,18,Part One,WASHINGTON ST,42.30022551,-71.07468313,"(42.30022551, -71.07468313)"
266823,I162008597,3202,Property Found,PROPERTY - LOST THEN LOCATED,D4,143,,2016-01-29 08:30:00,2016,1,Friday,8,Part Three,HUNTINGTON AVE,42.34613087,-71.08094439,"(42.34613087, -71.08094439)"
294849,I152085687,3201,Property Lost,PROPERTY - LOST,C11,352,,2015-10-13 11:30:00,2015,10,Tuesday,11,Part Three,ADAMS ST,42.30171653,-71.05991401,"(42.30171653, -71.05991401)"
167453,I172009008,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,111,,2017-02-02 14:17:00,2017,2,Thursday,14,Part Two,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
52143,I182024356,617,Larceny,LARCENY THEFT FROM BUILDING,A1,113,,2018-04-02 08:31:00,2018,4,Monday,8,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
137234,I172041263,1402,Vandalism,VANDALISM,A7,26,,2017-05-24 16:00:00,2017,5,Wednesday,16,Part Two,BORDER ST,42.38093345,-71.04023929,"(42.38093345, -71.04023929)"
127387,I172051859,1402,Vandalism,VANDALISM,B2,319,,2017-06-27 22:12:00,2017,6,Tuesday,22,Part Two,HARTWELL ST,42.30855179,-71.08480199,"(42.30855179, -71.08480199)"
36391,I182041044,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C11,344,,2018-05-28 22:50:00,2018,5,Monday,22,Part Three,GENEVA AVE,42.30176046,-71.06865428,"(42.30176046, -71.06865428)"
309855,I152069361,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2015-08-21 10:19:00,2015,8,Friday,10,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
44134,I182032815,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,942,,2018-05-01 22:46:00,2018,5,Tuesday,22,Part Three,VALLAR RD,42.39269663,-71.00842413,"(42.39269663, -71.00842413)"
27383,I182050609,3114,Investigate Property,INVESTIGATE PROPERTY,C11,347,,2018-06-28 03:39:00,2018,6,Thursday,3,Part Three,EAST ST,42.30758168,-71.05883879,"(42.30758168, -71.05883879)"
203928,I162076296,2647,Other,THREATS TO DO BODILY HARM,D14,800,,2016-09-18 13:19:00,2016,9,Sunday,13,Part Two,ASHFORD ST,42.3545498,-71.12746278,"(42.35454980, -71.12746278)"
138665,I172039694,1402,Vandalism,VANDALISM,D4,149,,2017-05-20 00:44:00,2017,5,Saturday,0,Part Two,DARTMOUTH ST,42.34640381,-71.07551289,"(42.34640381, -71.07551289)"
322005,I152055866,3201,Property Lost,PROPERTY - LOST,E13,657,,2015-07-06 19:04:00,2015,7,Monday,19,Part Three,CENTRE ST,42.30098889,-71.12708146,"(42.30098889, -71.12708146)"
258029,I162018077,3125,Warrant Arrests,WARRANT ARREST,B2, ,,2016-03-07 15:51:00,2016,3,Monday,15,Part Three,,,,"(0.00000000, 0.00000000)"
55410,I182020899,3125,Warrant Arrests,WARRANT ARREST,E13,912,,2018-03-20 12:03:00,2018,3,Tuesday,12,Part Three,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
240851,I162036611,2647,Other,THREATS TO DO BODILY HARM,E18,504,,2016-05-11 08:18:00,2016,5,Wednesday,8,Part Two,NEPONSET AVE,42.28645921,-71.11514757,"(42.28645921, -71.11514757)"
131684,I172047277,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,326,,2017-06-13 19:32:00,2017,6,Tuesday,19,Part Two,LAWRENCE AVE,42.31161123,-71.076256,"(42.31161123, -71.07625600)"
73856,I182001195,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,,2018-01-05 18:27:00,2018,1,Friday,18,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
29197,I182048700,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,563,,2018-06-21 18:25:00,2018,6,Thursday,18,Part One,WHIPPLE AVE,42.291441,-71.12180197,"(42.29144100, -71.12180197)"
130648,I172048389,3501,Missing Person Reported,MISSING PERSON,B3,446,,2017-06-17 03:02:00,2017,6,Saturday,3,Part Three,ATHELWOLD ST,42.29603943,-71.07717023,"(42.29603943, -71.07717023)"
300431,I152079661,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A1,64,,2015-09-24 18:00:00,2015,9,Thursday,18,Part Two,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
261859,I162013931,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,563,,2016-02-21 21:00:00,2016,2,Sunday,21,Part One,MOSGROVE AVE,42.29210071,-71.12298629,"(42.29210071, -71.12298629)"
188701,I162092511,3115,Investigate Person,INVESTIGATE PERSON,C6,936,,2016-11-11 18:06:00,2016,11,Friday,18,Part Three,ORTON-MAROTTA WAY,42.33857289,-71.05575501,"(42.33857289, -71.05575501)"
286935,I152094408,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A15,47,,2015-11-13 19:55:00,2015,11,Friday,19,Part Three,BALDWIN ST,42.38254738,-71.06987991,"(42.38254738, -71.06987991)"
278013,I152104311,3501,Missing Person Reported,MISSING PERSON,E18,553,,2015-12-16 20:00:00,2015,12,Wednesday,20,Part Three,WINDHAM RD,42.27041448,-71.12562863,"(42.27041448, -71.12562863)"
