,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
85394,I172096494,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,906,Y,2017-11-19 04:29:00,2017,11,Sunday,4,Part One,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
85395,I172096494,3115,Investigate Person,INVESTIGATE PERSON,E13,906,Y,2017-11-19 04:29:00,2017,11,Sunday,4,Part Three,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
85472,I172096406,423,Aggravated Assault,ASSAULT - AGGRAVATED,E18,478,Y,2017-11-18 20:05:00,2017,11,Saturday,20,Part One,KENNEBEC ST,42.27116072,-71.10814866,"(42.27116072, -71.10814866)"
85473,I172096406,3130,Search Warrants,SEARCH WARRANT,E18,478,Y,2017-11-18 20:05:00,2017,11,Saturday,20,Part Three,KENNEBEC ST,42.27116072,-71.10814866,"(42.27116072, -71.10814866)"
85678,I172096197,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E5,552,Y,2017-11-18 00:27:00,2017,11,Saturday,0,Part Two,WASHINGTON ST,42.28112225,-71.1338382,"(42.28112225, -71.13383820)"
85679,I172096197,3001,Medical Assistance,DEATH INVESTIGATION,E5,552,Y,2017-11-18 00:27:00,2017,11,Saturday,0,Part Three,WASHINGTON ST,42.28112225,-71.1338382,"(42.28112225, -71.13383820)"
85680,I172096197,3130,Search Warrants,SEARCH WARRANT,E5,552,Y,2017-11-18 00:27:00,2017,11,Saturday,0,Part Three,WASHINGTON ST,42.28112225,-71.1338382,"(42.28112225, -71.13383820)"
85681,I172096197,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,552,Y,2017-11-18 00:27:00,2017,11,Saturday,0,Part One,WASHINGTON ST,42.28112225,-71.1338382,"(42.28112225, -71.13383820)"
88102,I172093656,301,Robbery,ROBBERY - STREET,B2,326,Y,2017-11-09 01:26:00,2017,11,Thursday,1,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)"
88119,I172093639,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,941,Y,2017-11-08 22:13:00,2017,11,Wednesday,22,Part One,BROOKWAY RD,42.29255618,-71.11974225,"(42.29255618, -71.11974225)"
88699,I172093007,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",D4,594,Y,2017-11-06 20:05:00,2017,11,Monday,20,Part One,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.34243945, -71.08445530)"
88700,I172093007,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,594,Y,2017-11-06 20:05:00,2017,11,Monday,20,Part Three,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.34243945, -71.08445530)"
88845,I172092857,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,472,Y,2017-11-06 13:00:00,2017,11,Monday,13,Part Two,WOODHAVEN ST,42.27282972,-71.09560402,"(42.27282972, -71.09560402)"
90393,I172091222,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,912,Y,2017-10-31 23:47:00,2017,10,Tuesday,23,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
90394,I172091222,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,E13,912,Y,2017-10-31 23:47:00,2017,10,Tuesday,23,Part Two,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
91032,I172090526,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C6,913,Y,2017-10-29 19:45:00,2017,10,Sunday,19,Part Two,PENINSULA PL,42.32058475,-71.04470305,"(42.32058475, -71.04470305)"
91033,I172090526,3130,Search Warrants,SEARCH WARRANT,C6,913,Y,2017-10-29 19:45:00,2017,10,Sunday,19,Part Three,PENINSULA PL,42.32058475,-71.04470305,"(42.32058475, -71.04470305)"
91034,I172090526,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C6,913,Y,2017-10-29 19:45:00,2017,10,Sunday,19,Part One,PENINSULA PL,42.32058475,-71.04470305,"(42.32058475, -71.04470305)"
91035,I172090526,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,913,Y,2017-10-29 19:45:00,2017,10,Sunday,19,Part One,PENINSULA PL,42.32058475,-71.04470305,"(42.32058475, -71.04470305)"
91036,I172090526,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6,913,Y,2017-10-29 19:45:00,2017,10,Sunday,19,Part Two,PENINSULA PL,42.32058475,-71.04470305,"(42.32058475, -71.04470305)"
91037,I172090526,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C6,913,Y,2017-10-29 19:45:00,2017,10,Sunday,19,Part Two,PENINSULA PL,42.32058475,-71.04470305,"(42.32058475, -71.04470305)"
91038,I172090526,3125,Warrant Arrests,WARRANT ARREST,C6,913,Y,2017-10-29 19:45:00,2017,10,Sunday,19,Part Three,PENINSULA PL,42.32058475,-71.04470305,"(42.32058475, -71.04470305)"
91064,I172090493,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,268,Y,2017-10-29 18:24:00,2017,10,Sunday,18,Part One,EUSTIS ST,42.3290038,-71.07838214,"(42.32900380, -71.07838214)"
91065,I172090493,3125,Warrant Arrests,WARRANT ARREST,B2,268,Y,2017-10-29 18:24:00,2017,10,Sunday,18,Part Three,EUSTIS ST,42.3290038,-71.07838214,"(42.32900380, -71.07838214)"
91491,I172090013,3410,Towed,TOWED MOTOR VEHICLE,B3,418,Y,2017-10-28 01:03:00,2017,10,Saturday,1,Part Three,CAPEN ST,42.28115946,-71.07911125,"(42.28115946, -71.07911125)"
91492,I172090013,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,418,Y,2017-10-28 01:03:00,2017,10,Saturday,1,Part One,CAPEN ST,42.28115946,-71.07911125,"(42.28115946, -71.07911125)"
91493,I172090013,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,418,Y,2017-10-28 01:03:00,2017,10,Saturday,1,Part One,CAPEN ST,42.28115946,-71.07911125,"(42.28115946, -71.07911125)"
91524,I172089976,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,258,Y,2017-10-27 22:39:00,2017,10,Friday,22,Part One,COLUMBIA RD,42.31514179,-71.06704709,"(42.31514179, -71.06704709)"
91539,I172089961,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,440,Y,2017-10-27 21:42:00,2017,10,Friday,21,Part One,AMES ST,42.29041466,-71.08643312,"(42.29041466, -71.08643312)"
91566,I172089929,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,237,Y,2017-10-27 18:59:00,2017,10,Friday,18,Part One,CAWFIELD ST,42.31993148,-71.06368978,"(42.31993148, -71.06368978)"
91584,I172089911,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,Y,2017-10-27 18:49:00,2017,10,Friday,18,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
91585,I172089911,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,911,Y,2017-10-27 18:49:00,2017,10,Friday,18,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
93246,I172088148,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,17,Y,2017-10-22 00:08:00,2017,10,Sunday,0,Part One,LEXINGTON ST,42.38069279,-71.02954916,"(42.38069279, -71.02954916)"
94156,I172087162,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,281,Y,2017-10-18 22:51:00,2017,10,Wednesday,22,Part One,WARREN ST,42.32692266,-71.08313475,"(42.32692266, -71.08313475)"
94185,I172087117,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,909,Y,2017-10-18 19:53:00,2017,10,Wednesday,19,Part One,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
94186,I172087117,3114,Investigate Property,INVESTIGATE PROPERTY,B2,909,Y,2017-10-18 19:53:00,2017,10,Wednesday,19,Part Three,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
94694,I172086572,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C6,186,Y,2017-10-17 04:15:00,2017,10,Tuesday,4,Part One,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
94695,I172086572,3125,Warrant Arrests,WARRANT ARREST,C6,186,Y,2017-10-17 04:15:00,2017,10,Tuesday,4,Part Three,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
95520,I172085715,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,645,Y,2017-10-14 02:11:00,2017,10,Saturday,2,Part One,CENTRE ST,42.31127465,-71.11448366,"(42.31127465, -71.11448366)"
96127,I172085057,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,553,Y,2017-10-12 01:41:00,2017,10,Thursday,1,Part One,METROPOLITAN AVE,42.2758989,-71.12566662,"(42.27589890, -71.12566662)"
96784,I172084330,3114,Investigate Property,INVESTIGATE PROPERTY,B3,439,Y,2017-10-09 22:02:00,2017,10,Monday,22,Part Three,FLOYD ST,42.28952852,-71.08851422,"(42.28952852, -71.08851422)"
96785,I172084330,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,439,Y,2017-10-09 22:02:00,2017,10,Monday,22,Part One,FLOYD ST,42.28952852,-71.08851422,"(42.28952852, -71.08851422)"
97243,I172083822,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,267,Y,2017-10-07 22:35:00,2017,10,Saturday,22,Part One,DUDLEY ST,42.32832264,-71.07861091,"(42.32832264, -71.07861091)"
98666,I172082312,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,130,Y,2017-10-03 02:23:00,2017,10,Tuesday,2,Part One,EXETER ST,42.34828759,-71.07891773,"(42.34828759, -71.07891773)"
98667,I172082312,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,D4,130,Y,2017-10-03 02:23:00,2017,10,Tuesday,2,Part Three,EXETER ST,42.34828759,-71.07891773,"(42.34828759, -71.07891773)"
98668,I172082312,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,130,Y,2017-10-03 02:23:00,2017,10,Tuesday,2,Part Three,EXETER ST,42.34828759,-71.07891773,"(42.34828759, -71.07891773)"
98978,I172081989,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,342,Y,2017-10-01 21:57:00,2017,10,Sunday,21,Part One,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
98979,I172081989,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,342,Y,2017-10-01 21:57:00,2017,10,Sunday,21,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
99046,I172081919,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,450,Y,2017-10-01 16:41:00,2017,10,Sunday,16,Part One,TALBOT AVE,42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
99234,I172081720,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,944,Y,2017-09-30 23:40:00,2017,9,Saturday,23,Part One,STRATTON ST,42.28881222,-71.08513152,"(42.28881222, -71.08513152)"
99235,I172081720,3130,Search Warrants,SEARCH WARRANT,B3,944,Y,2017-09-30 23:40:00,2017,9,Saturday,23,Part Three,STRATTON ST,42.28881222,-71.08513152,"(42.28881222, -71.08513152)"
99442,I172081490,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,951,Y,2017-09-30 00:53:00,2017,9,Saturday,0,Part One,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)"
99443,I172081490,3125,Warrant Arrests,WARRANT ARREST,E18,951,Y,2017-09-30 00:53:00,2017,9,Saturday,0,Part Three,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)"
99494,I172081437,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,359,Y,2017-09-29 19:51:00,2017,9,Friday,19,Part One,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
99495,I172081437,3001,Medical Assistance,DEATH INVESTIGATION,C11,359,Y,2017-09-29 19:51:00,2017,9,Friday,19,Part Three,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
99514,I172081419,3115,Investigate Person,INVESTIGATE PERSON,E13,912,Y,2017-09-29 19:05:00,2017,9,Friday,19,Part Three,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
101306,I172079527,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C6,175,Y,2017-09-24 06:39:00,2017,9,Sunday,6,Part One,SOUTHAMPTON ST,42.33168201,-71.06798742,"(42.33168201, -71.06798742)"
101373,I172079451,301,Robbery,ROBBERY - STREET,C11,340,Y,2017-09-23 22:19:00,2017,9,Saturday,22,Part One,FOX ST,42.30609597,-71.06425709,"(42.30609597, -71.06425709)"
101401,I172079426,301,Robbery,ROBBERY - STREET,B2,326,Y,2017-09-23 22:08:00,2017,9,Saturday,22,Part One,QUINCY ST,42.31424838,-71.07811402,"(42.31424838, -71.07811402)"
101402,I172079426,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,Y,2017-09-23 22:08:00,2017,9,Saturday,22,Part One,QUINCY ST,42.31424838,-71.07811402,"(42.31424838, -71.07811402)"
101449,I172079368,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,263,Y,2017-09-23 17:52:00,2017,9,Saturday,17,Part One,BROOK AVE,42.322573,-71.07357583,"(42.32257300, -71.07357583)"
102238,I172078541,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,236,Y,2017-09-21 11:33:00,2017,9,Thursday,11,Part One,E COTTAGE ST,42.31853245,-71.05778998,"(42.31853245, -71.05778998)"
103041,I172077711,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,319,Y,2017-09-18 13:59:00,2017,9,Monday,13,Part One,MAPLE ST,42.30799051,-71.08639196,"(42.30799051, -71.08639196)"
103261,I172077463,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,536,Y,2017-09-17 17:47:00,2017,9,Sunday,17,Part One,SUSANNA CT,42.25248964,-71.14188911,"(42.25248964, -71.14188911)"
103498,I172077221,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,295,Y,2017-09-16 21:43:00,2017,9,Saturday,21,Part One,DABNEY ST,42.32525137,-71.08459937,"(42.32525137, -71.08459937)"
103837,I172076865,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,936,Y,2017-09-15 19:15:00,2017,9,Friday,19,Part One,CROWLEY-ROGERS WAY,42.33941146,-71.05371462,"(42.33941146, -71.05371462)"
104104,I172076580,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,443,Y,2017-09-15 01:12:00,2017,9,Friday,1,Part One,KINGSDALE ST,42.29528206,-71.07957414,"(42.29528206, -71.07957414)"
104117,I172076568,301,Robbery,ROBBERY - STREET,B3,472,Y,2017-09-15 00:00:00,2017,9,Friday,0,Part One,ALMONT ST,42.27433629,-71.09369943,"(42.27433629, -71.09369943)"
104118,I172076568,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,472,Y,2017-09-15 00:00:00,2017,9,Friday,0,Part One,ALMONT ST,42.27433629,-71.09369943,"(42.27433629, -71.09369943)"
104119,I172076568,3201,Property Lost,PROPERTY - LOST,B3,472,Y,2017-09-15 00:00:00,2017,9,Friday,0,Part Three,ALMONT ST,42.27433629,-71.09369943,"(42.27433629, -71.09369943)"
104782,I172075882,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,261,Y,2017-09-12 21:16:00,2017,9,Tuesday,21,Part Two,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
104783,I172075882,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,261,Y,2017-09-12 21:16:00,2017,9,Tuesday,21,Part One,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
104821,I172075842,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,119,Y,2017-09-12 18:47:00,2017,9,Tuesday,18,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
104822,I172075842,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,A1,119,Y,2017-09-12 18:47:00,2017,9,Tuesday,18,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
104823,I172075842,3125,Warrant Arrests,WARRANT ARREST,A1,119,Y,2017-09-12 18:47:00,2017,9,Tuesday,18,Part Three,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
105363,I172075277,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,396,Y,2017-09-10 22:23:00,2017,9,Sunday,22,Part One,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
105364,I172075277,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,396,Y,2017-09-10 22:23:00,2017,9,Sunday,22,Part Two,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
105365,I172075277,3001,Medical Assistance,DEATH INVESTIGATION,C11,396,Y,2017-09-10 22:23:00,2017,9,Sunday,22,Part Three,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
105366,I172075277,3170,Other,INTIMIDATING WITNESS,C11,396,Y,2017-09-10 22:23:00,2017,9,Sunday,22,Part Three,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
105397,I172075240,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,445,Y,2017-09-10 21:14:00,2017,9,Sunday,21,Part One,GLENWAY ST,42.2991897,-71.08150445,"(42.29918970, -71.08150445)"
105417,I172075218,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,305,Y,2017-09-10 19:21:00,2017,9,Sunday,19,Part One,MARTIN LUTHER KING JR BLV,42.3208382,-71.09018598,"(42.32083820, -71.09018598)"
105418,I172075218,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,305,Y,2017-09-10 19:21:00,2017,9,Sunday,19,Part Three,MARTIN LUTHER KING JR BLV,42.3208382,-71.09018598,"(42.32083820, -71.09018598)"
106002,I172074561,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,341,Y,2017-09-08 16:36:00,2017,9,Friday,16,Part One,STONEHURST ST,42.30444352,-71.06778638,"(42.30444352, -71.06778638)"
106529,I172074007,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,332,Y,2017-09-06 23:15:00,2017,9,Wednesday,23,Part One,PAYSON AVE,42.31396145,-71.06685455,"(42.31396145, -71.06685455)"
107013,I172073486,3001,Medical Assistance,DEATH INVESTIGATION,C11,243,Y,2017-09-05 10:46:00,2017,9,Tuesday,10,Part Three,STOUGHTON ST,42.3152619,-71.06118848,"(42.31526190, -71.06118848)"
107014,I172073486,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,243,Y,2017-09-05 10:46:00,2017,9,Tuesday,10,Part One,STOUGHTON ST,42.3152619,-71.06118848,"(42.31526190, -71.06118848)"
107872,I172072578,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,424,Y,2017-09-01 18:28:00,2017,9,Friday,18,Part One,DANIA TER,42.27298661,-71.089214,"(42.27298661, -71.08921400)"
111374,I172068857,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,298,Y,2017-08-20 21:39:00,2017,8,Sunday,21,Part One,WALNUT AVE,42.32320895,-71.08432965,"(42.32320895, -71.08432965)"
111589,I172068628,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A1,122,Y,2017-08-20 00:17:00,2017,8,Sunday,0,Part One,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
111590,I172068628,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,122,Y,2017-08-20 00:17:00,2017,8,Sunday,0,Part One,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
111591,I172068628,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,122,Y,2017-08-20 00:17:00,2017,8,Sunday,0,Part One,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
111619,I172068602,3410,Towed,TOWED MOTOR VEHICLE,C11,817,Y,2017-08-20 00:03:00,2017,8,Sunday,0,Part Three,WELLES AVE,42.28944478,-71.06559395,"(42.28944478, -71.06559395)"
111620,I172068602,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,817,Y,2017-08-20 00:03:00,2017,8,Sunday,0,Part One,WELLES AVE,42.28944478,-71.06559395,"(42.28944478, -71.06559395)"
111667,I172068555,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,296,Y,2017-08-19 20:40:00,2017,8,Saturday,20,Part One,WARREN ST,42.32221645,-71.08206723,"(42.32221645, -71.08206723)"
111669,I172068552,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,563,Y,2017-08-19 19:46:00,2017,8,Saturday,19,Part One,FAWNDALE RD,42.29068631,-71.12358911,"(42.29068631, -71.12358911)"
112001,I172068204,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,903,Y,2017-08-18 17:00:00,2017,8,Friday,17,Part One,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)"
112317,I172067867,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,303,Y,2017-08-17 15:40:00,2017,8,Thursday,15,Part One,BRAGDON ST,42.31888243,-71.09929423,"(42.31888243, -71.09929423)"
113474,I172066626,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,281,Y,2017-08-13 23:29:00,2017,8,Sunday,23,Part One,MOUNT PLEASANT AVE,42.32734041,-71.07945869,"(42.32734041, -71.07945869)"
113615,I172066494,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,328,Y,2017-08-13 13:58:00,2017,8,Sunday,13,Part One,COLUMBIA RD,42.30876959,-71.07460717,"(42.30876959, -71.07460717)"
113616,I172066494,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,328,Y,2017-08-13 13:58:00,2017,8,Sunday,13,Part Three,COLUMBIA RD,42.30876959,-71.07460717,"(42.30876959, -71.07460717)"
113722,I172066370,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,319,Y,2017-08-12 23:09:00,2017,8,Saturday,23,Part One,MAPLE ST,42.30784206,-71.08650939,"(42.30784206, -71.08650939)"
114163,I172065913,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,345,Y,2017-08-11 15:03:00,2017,8,Friday,15,Part One,DRAPER ST,42.30168622,-71.06328901,"(42.30168622, -71.06328901)"
114164,I172065913,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,345,Y,2017-08-11 15:03:00,2017,8,Friday,15,Part One,DRAPER ST,42.30168622,-71.06328901,"(42.30168622, -71.06328901)"
114165,I172065913,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,345,Y,2017-08-11 15:03:00,2017,8,Friday,15,Part Two,DRAPER ST,42.30168622,-71.06328901,"(42.30168622, -71.06328901)"
114648,I172065378,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,237,Y,2017-08-09 22:33:00,2017,8,Wednesday,22,Part One,ELDER ST,42.32022882,-71.06307063,"(42.32022882, -71.06307063)"
115320,I172064657,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,442,Y,2017-08-07 18:57:00,2017,8,Monday,18,Part One,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
115625,I172064337,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,265,Y,2017-08-06 22:12:00,2017,8,Sunday,22,Part One,COPELAND ST,42.32282213,-71.07984061,"(42.32282213, -71.07984061)"
115626,I172064337,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,265,Y,2017-08-06 22:12:00,2017,8,Sunday,22,Part Two,COPELAND ST,42.32282213,-71.07984061,"(42.32282213, -71.07984061)"
116891,I172062994,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,349,Y,2017-08-02 16:02:00,2017,8,Wednesday,16,Part One,ADAMS ST,42.30385443,-71.06087585,"(42.30385443, -71.06087585)"
117850,I172062015,311,Robbery,ROBBERY - COMMERCIAL,E18,540,Y,2017-07-30 19:21:00,2017,7,Sunday,19,Part One,RIVER ST,42.25050448,-71.13090444,"(42.25050448, -71.13090444)"
117851,I172062015,3125,Warrant Arrests,WARRANT ARREST,E18,540,Y,2017-07-30 19:21:00,2017,7,Sunday,19,Part Three,RIVER ST,42.25050448,-71.13090444,"(42.25050448, -71.13090444)"
117856,I172062010,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,426,Y,2017-07-30 18:39:00,2017,7,Sunday,18,Part One,BLUE HILL AVE,42.26985916,-71.09346353,"(42.26985916, -71.09346353)"
118067,I172061771,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,267,Y,2017-07-29 21:23:00,2017,7,Saturday,21,Part One,MOUNT PLEASANT AVE,42.3263576,-71.07886301,"(42.32635760, -71.07886301)"
118116,I172061724,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,197,Y,2017-07-29 18:05:00,2017,7,Saturday,18,Part One,C ST,42.33723127,-71.05539138,"(42.33723127, -71.05539138)"
118706,I172061068,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,D4,597,Y,2017-07-27 16:00:00,2017,7,Thursday,16,Part Two,TREMONT ST,42.33871587,-71.08152167,"(42.33871587, -71.08152167)"
118707,I172061068,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,597,Y,2017-07-27 16:00:00,2017,7,Thursday,16,Part One,TREMONT ST,42.33871587,-71.08152167,"(42.33871587, -71.08152167)"
118708,I172061068,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,597,Y,2017-07-27 16:00:00,2017,7,Thursday,16,Part Two,TREMONT ST,42.33871587,-71.08152167,"(42.33871587, -71.08152167)"
119804,I172059929,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,912,Y,2017-07-24 01:04:00,2017,7,Monday,1,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
121141,I172058490,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,355,Y,2017-07-19 11:35:00,2017,7,Wednesday,11,Part One,ADAMS ST,42.2972764,-71.05667294,"(42.29727640, -71.05667294)"
121142,I172058490,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,355,Y,2017-07-19 11:35:00,2017,7,Wednesday,11,Part Two,ADAMS ST,42.2972764,-71.05667294,"(42.29727640, -71.05667294)"
